title,url,description,eligibility,benefits,how_to_apply,documents,application_link
,https://www.myscheme.gov.in/schemes/nya,This award is to motivate young persons to achieve excellence in the field of national development or social service and to develop in them a sense of responsibility to the community and thus to improve their potential as good citizens.,"- The applicant should be a citizen of India.
- The applicant should be Between the age of 15- 29 years as of the first January of the nominated year.
- The applicant should have done extraordinarily identifiable social work.
- The applicant who Persons employed in any government service i.e. with the Central/State Governments, PSUs/Universities, Colleges/schools, etc. is not eligible for the award.
- The award will be conferred once in a lifetime.
- The Organizations Should be registered under the Registration of Societies Act, 1860 (Act XXII of 1860) for the last three years or under the corresponding State Act and have a proper constitution or Articles of Association.
- The organization should be a non-profit organization.
- The organization Should not have discriminated against any person or group of persons on the grounds of sex, religion, caste, or creed;
- The organization Has rendered extra-ordinary service involving the Youth in the relevant field for at least three years;
- The organization Has a good reputation among the local community/area
- The organization Should not have been conferred with this award earlier.","- Receive a medal, certificate, and ₹1,00,000/-.
- Receive a medal, certificate, and ₹3,00,000/-",,,
,https://www.myscheme.gov.in/schemes/nyc,"A volunteership scheme by Ministry of Youth Affairs And Sports to tap the potential of the disciplined and dedicated youth In the age group of 18 to 29 years who have the inclination and spirit to engage in nation building exercises, to serve up to two years in Nation Building activities.","- The applicant must be between 18 - 29 years of age.
- The applicant must have passed Class 10th.",,"- The online application form is available on www.nyks.nic.in
- After successful submission of online application form, an Application number is generated automatically and displayed on the screen which should be noted for future reference.",,
,https://www.myscheme.gov.in/schemes/oossh,"The scheme ""Operation of SC Senior Hostel"" provides accommodations and a conducive learning environment for Scheduled Caste students. Through this scheme, separate junior, senior, and college hostels with free boarding and lodging facilities are provided to both boys and girls.","- The applicant must belong to the Scheduled Caste category.
- The applicant must be a native of Madhya Pradesh.
- The applicant must be a regular student of a recognized institution.
- There is no income limit for senior hostels.","- Free boarding facilities
- Free lodging facilities
- Separate hostels for boys and girls
- Junior, senior, and college-level accommodations
- Sports equipment
- Toilet kits
- Library facilities
- Scholarship (90% paid to joint account of Hostel Superintendent and Mess Secretary, 10% to student's account)",,,
,https://www.myscheme.gov.in/schemes/pfjkbocwwb,"The ""Professional Education"" scheme by the JKBOCW Welfare Board, Jammu & Kashmir, provides financial assistance to regular students pursuing Para Medical, ITI, Engineering, and other recognized diploma or professional/technical degree courses.","- The parents must be registered members of the ""Jammu & Kashmir Building and Other Construction Workers Welfare Board"".
- The parents must have an active membership with the JKBOCWW Board.
- The applicant must be a student.
- The applicant must be a regular in attendance.","- Para Medical Diploma Courses (Regular Students): ₹10,000/-.
- ITI Diploma Courses (Regular Students): ₹10,000/-.
- 3-Year Engineering / Any Other Recognized Diploma Courses (Regular Students): ₹30,000/-.
- Professional / Technical Degree Courses (Regular Students): ₹50,000/-.",,,https://portal.jkbocw.gov.in/LoginGuest.aspx
,https://www.myscheme.gov.in/schemes/pmcssc,"Launched in 1976-77, the ""Post Matric College Scholarship"" is a scheme by the Scheduled Caste Welfare Department, Government of Madhya Pradesh. The scheme provides financial assistance to encourage Scheduled Caste students to pursue higher education.","- The applicant must be a student.
- The student should belong to the Scheduled Caste category.
- The student must come from a family with an income limit of up to ₹6.00 lakh to qualify.",,,,
,https://www.myscheme.gov.in/schemes/pmsssebc,The scheme aims to provide financial aid to promote education. Scholarships are provided to eligible students of Standards 1 to 10.,"- The applicant should belong to the Socially and Educationally Backward Class (SEBC).
- The applicant should be studying in Standard 1 to 10.
- The applicant should be enrolled in a Government or Aided Primary/Secondary School.
- For applicants studying in Standard 1 to 8, there is no family income limit.
- For applicants studying in Standard 9 to 10, the annual family income of the applicant’s family should not exceed ₹6,00,000/-.","- For Boys (Std. 1 to 8): ₹750/- scholarship.
- For Boys (Std. 9 to 10): ₹1000/- scholarship.
- For Girls (Std. 1 to 5): ₹500/- scholarship.
- For Girls (Std. 6 to 10): ₹1000/- scholarship.",,,
,https://www.myscheme.gov.in/schemes/rcfscspc,"Through this scheme, reimbursement of tuition fees and examination fees is facilitated for students who have achieved marks above 75% in the Higher Secondary Course Examination and secured a place in the 'Top 20' Rank. The scheme aims to alleviate the financial burden on eligible students.","- The applicant should be a Native/Resident of the Union Territory of Puducherry.
- The applicant should be from a Scheduled Caste.
- The applicant should be a Student.
- The applicant should have secured a place in the 'Top 20' Rank.
- The applicant should have secured above 75% in the Higher Secondary Course Examination.
- The applicant should be pursuing a professional education.
- The applicant should have been selected through 'CENTAC' for admission to a professional college.",,,,
,https://www.myscheme.gov.in/schemes/rofpsssisspi,"The ""Reimbursement of Fees for ST Students"" scheme by the Tribal Welfare Department, Madhya Pradesh, offers free accommodation, school fees, and education for eligible students in Sainik Schools and private institutions.","- The applicant must be a native of Madhya Pradesh.
- The applicant should belong to the Scheduled Tribe (ST) category.
- The applicant must be enrolled in a recognized Sainik School or private institution covered under the scheme.",,,,
,https://www.myscheme.gov.in/schemes/saesc,"The ""State Art Exhibition (Student Category)"" is an annual event organized by the Art, Culture and Museums Department, Government of Goa, to promote and encourage creativity in the visual arts field among local students.","- A participant must be a bona fide student of any recognised art college or institution, studying one or more of the subjects in the exhibition sections.
- If an art student submits their entry in the Student Category, they are not eligible to participate in the Artist Category.
- Submission must include an official bonafide certificate from the student's institution; entries without it will not be accepted.
- Declarations for Originality and Prior Exhibits
- Each exhibit must be the student’s original work, neither a copy nor an imitation. A declaration to this effect must appear on the back of each entry.
- If the work has previously won an award or been displayed in prior exhibitions by Kala Academy or any other institution, it will not be accepted, and a declaration to that effect must also be submitted.
- Award Winners' Restriction for Next Year
- A participant who receives an award in a given year is not eligible to receive an award in the same section in the following year","- 1st Prize: ₹10,000/-
- 2nd Prize: ₹7,000/-
- 3rd Prize: ₹5,000/-
- Ravji V. Gaunekar Memorial Prize by The Goa Hindu Association: ₹1,000/-
- Artist to Artist Award by Smt. Prafulla Dahanukar: ₹15,000/-
- Late Hanuman B. Neogi Memorial Prize: ₹1,000/-","- The form provided-with the prospectus must be filled in all respects and duly signed by the Art student.
- Include a bonafide certificate from your art institution—entries lacking this will not be accepted.
- A non-refundable cash fee of ₹50/- per section.
- If applying in multiple sections, pay separately for each.
- The receipt number must be recorded on the entry form.
- On the back of each artwork, declare that it is your original work (not copied or imitated).
- Confirm it has not won any prior awards or been displayed earlier; again, this must be stated on the entry form. Entries lacking proper declaration may be rejected.
- Submit your artwork and form in person at the Art Gallery, Kala Academy, Campal, Panaji – Goa.
- Entry dates for the 49th State Art Exhibition (2024–2025) were 10th & 11th March 2025, between 10:00 a.m.–1:00 p.m. and 2:00 p.m.–4:00 p.m.
- Painting & Graphic Prints: Max size 4 ft (vertical or horizontal)
- Applied Art & Graphic Design: Max size 30 inches (vertical or horizontal)
- Sculpture: Medium-sized and durable enough to handle and transport safelykalaacademygoa.co.in
- Pieces must be mounted or framed, with ring hooks or a hanging mechanism on the back—unframed/mounted works may be disqualified.
- A three-member jury will evaluate the entries; awards may be withheld if standards aren’t met
- Judges’ decisions are final and binding
- Exhibits must remain in place during the exhibition period, and may only be removed with written permission from the Member Secretary.
- Collect your work within two days after the exhibition ends.
- Unclaimed works become the property of Kala Academy and may be disposed of—with no claims entertained
- Students who previously won awards in a section cannot win in the same section the following year.",,
,https://www.myscheme.gov.in/schemes/sak-deg,"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.","- The candidate should be admitted to the First year of the Degree level course OR the Second year of the Degree level course through lateral entry in any of the AICTE-approved institutions of the respective year.
- Specially-abled students have a disability of not less than 40%.
- Family income from all sources should not be more than Rs. 8 lakh per annum during the current financial year. A valid income certificate issued by State /UT Government needs to be enclosed.","- ₹50,000/- per annum for every year of study i.e. maximum 4 years for the first year admitted students and maximum 3 years for the second year admitted students through lateral entry as lump sum amount towards payment of college fee, purchase of computer, stationeries, books, equipment, software, etc.
- After selection, the awardee will be paid a scholarship through DBT mode on annual basis.
- The scholarship will be renewed for the next year of study on receipt of renewal through National Scholarship Portal by submitting a passing certificate/ mark sheet along with letter from the Head of the Institution on the online portal",,,
,https://www.myscheme.gov.in/schemes/sak-dip,"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.","- The candidate should be admitted to the First year of the Diploma level course OR the Second year of the Diploma level course through lateral entry in any of the AICTE-approved institutions of the respective year.
- Specially-abled students have a disability of not less than 40%.
- Family income from all sources should not be more than ₹ 8 lakh per annum during the current financial year. A valid income certificate issued by State /UT Government needs to be enclosed.","- ₹50,000/- per annum for every year of study i.e. maximum 3 years for the first year admitted students and maximum 2 years for the second year admitted students through lateral entry as lump sum amount towards payment of college fee, purchase of computer, stationeries, books, equipment, software, etc.
- After selection, the awardee will be paid a scholarship through DBT mode on annual basis.
- The scholarship will be renewed for the next year of study on receipt of renewal through National Scholarship Portal by submitting a passing certificate/ mark sheet along with a letter from the Head of the Institution on the online portal",,,
,https://www.myscheme.gov.in/schemes/sasseceie,"""Scheme for Award of Scholarships to School or College-Going Children of Employees/Industrial Employees in Various Establishments"" by the Dept of Labour and Employment, Goa provides financial assistance to the children of industry workers to support their educational pursuits.","- The applicant should be a regular worker.
- The applicant should be employed in an industrial establishment for at least six months.
- The industrial establishment should be covered under the Goa, Daman & Diu Labour Welfare Fund Act, 1986.
- The applicant should be performing any skilled or unskilled, manual or clerical labour, other than in a position of supervision or management.
- The total income of the applicant from the salary should not exceed ₹20,000 per month, including all allowances and perks but exclusive of bonus.
- The child of the applicant should be enrolled in a recognized institution in India.
- The child of the applicant should be pursuing general or technical education, including medical, engineering and agricultural studies.
- The child of the applicant should have qualified for promotion in the last annual examination with at least 45% marks.
- Children of Workers With Income, From All Sources, Not Exceeding ₹3,500 Per Month.
- Children Belonging to Other Backward Communities.
- Physically Handicapped Children.","- Group 1: ₹2,000 for Class 5th & 6th
- Group 2: ₹2,800 for Class 7th, 8th, 9th & 10th.
- Group 3: ₹3,600 for Class 11th, 12th, University Admission Index Supplementary Courses (UAI SC), etc.
- Group 4: ₹10,000 for Graduation and Post Graduation Degree Courses in Arts, Science, Commerce, and Lower Technical courses.
- Group 5: ₹20,000 for Higher Technical courses, Research, and Doctorate Studies.",,,https://labour.goa.gov.in/wp-content/uploads/2020/07/SCHEME-3-converted.pdf
,https://www.myscheme.gov.in/schemes/sctalentpool,The scheme aims to provide the best education to meritorious Scheduled Caste students in high-quality residential schools to help them build their careers and improve their living standards.,"- The applicant should belong to the Scheduled Caste.
- The applicant should from Standard 5 and Standard 10.
- The applicant should be studying in a school selected under the Talent Pool Scheme.
- The applicant's parents' income limit should not exceed ₹6,00,000/-. (whose income is between ₹2,00,000/- and ₹3,00,000/-, are eligible for 50% assistance).
- The applicant must be a student.","- Financial assistance of up to ₹40,000/- per student is provided.",,,
,https://www.myscheme.gov.in/schemes/sejkbocwwb,"The scheme ""Schooling Education"" by the Building and Other Construction Workers Welfare Board, Labour Dept., J&K, provides financial assistance for the education of children of registered construction workers, from Class Nursery/1st to 5th, and from Class 6th to 8th.","- The applicant must be a resident of Jammu & Kashmir.
- The applicant must be a Building or Construction Worker.
- The age of the applicant should be between 18 and 60 years.
- The applicant should have worked in building or construction activities for at least 90 days in the preceding 12 months.
- The registration must be renewed annually.
- One of the parents of the child must be an active, registered member of the Jammu and Kashmir Building and Other Construction Workers Welfare Board at the time of application.
- The child must be studying in Nursery to Class 8th.","- For the students in Class Nursery/1st to 5th: ₹2,500/- in education benefits.
- For the students in Class 6th to 8th: ₹3,500/- in education benefits.",,,
,https://www.myscheme.gov.in/schemes/sfgcs,"This scholarship provides financial assistance to all deserving students who want to pursue higher studies. Under this scholarship scheme, the students fulfilling the eligibility criteria will receive a maintenance allowance and other benefits.","- The applicant must be a resident of Odisha state.
- The applicant must be a girl child.
- The applicant must belong to the General/ST/SC/OBC/SEBC/EBC category.
- The applicant must be pursuing I.T.I. / I.T.C., Polytechnic/ Diploma courses.","- Reimbursement of Admission and Hostel Fee.
- Maintenance Allowances will be given of ₹1,500/- per month for Hostellers and ₹500/- for Day Scholars.
- Reimbursable cost of uniform ₹3,000/-.
- Maintenance Allowances ₹1,000/- per month for Apprenticeship Training after ITI inside the state and ₹1,500/- per month for outside the state.
- One Month Maintenance Allowances of ₹5,000/- after completion of 6 months on Jobs outside the State.",,,
,https://www.myscheme.gov.in/schemes/sfmstsa,"The Scholarships for Meritorious Students to Study Abroad by the Madhya Pradesh Government provides aid to 20 students yearly with family income under ₹8 lakh, 75% in postgraduation, and teaching experience or an M.Phil degree.","- The applicant should be a native of Madhya Pradesh.
- The applicant should be seeking a postgraduate degree with at least 75% marks in their graduation from a recognized university/institute in Madhya Pradesh.
- The applicant should have an annual family income not exceeding ₹8 lakh from all sources.
- The applicant should be under 25 years of age for postgraduate studies and under 35 years of age for PhD research.
- The applicant should have secured admission to a study program abroad.
- The applicant should have qualified for international tests such as GRE, GMAT, TOEFL, or IELTS.
- The applicant should be pursuing a PhD and have:
- 75% marks in postgraduate studies in the relevant subject.
- Two years of teaching experience or an M.Phil degree in the relevant subject from a recognized university or government college in Madhya Pradesh.",,,,
,https://www.myscheme.gov.in/schemes/shs,"The “State Horticulture Scholarship” is a scholarship scheme, launched by the Department of Horticulture, Government of Nagaland to provide scholarship/stipend to students who are pursuing B.Sc. (Horticulture) M.Sc. (Horticulture) Ph.D. (Horticulture) courses.","- Applicant should be an indigenous inhabitant of Nagaland.
- The students who are pursuing B.Sc. Hons. (Horticulture), M.Sc. Horticulture and Ph. D. Horticulture are eligible to apply.
- The institution in which the applicant is currently studying must be recognized by UGC.
- Applicant should not be receiving any form of financial assistance in the form of a Scholarship/Stipend from any other sources.","- Under the scheme, scholarships/Stipends will be given to students according to the course/programme in which they are enrolled.
- B.Sc. (Horticulture): 4 Years
- M.Sc. (Horticulture): 2 Years
- Ph.D. (Horticulture): 3 Years","- To register, visit the official Common Scholarship Portal of Nagaland: https://scholarship.nagaland.gov.in ﻿
- Create an Account: If the applicant is a new user, click on the ""Register"" option. Provide your MOBILE Number linked with AADHAAR to get an OTP and verify the mobile. Once Mobile is verified, provide essential details such as your name, email address and create a unique password. Click on the ""Register"" button to proceed.
- Login to Your Account: Once your mobile number is verified, log in to your scholarship account using the credentials the applicant created during registration.
- Personal Details: Update your personal information, including name, date of birth, gender, category, Bank Account Details, etc.
- Select your Scholarship Scheme, Institution, Institution State, Institution, District and proceed.
- Academic Information: Provide details about your educational background, such as school/college name, course, year of study, etc.
- Upload Required Documents: Depending on the scholarship applicants are applying for, applicants will need to upload supporting documents. Commonly required documents include:
- Review Your Application: Carefully review all the information applicants have entered and the documents applicants have uploaded. Make sure everything is accurate and complete.
- Submit Application: Once applicants are satisfied with your application, click on the ""Submit"" button.
- Application Tracking: After submitting your application, applicants can track its status on the portal: https://scholarship.nagaland.gov.in/ ﻿
- Log in to your account and check for updates on your application's status regularly.",,
